session_id,user_id,timestamp,ip_address,mouse_movements,keyboard_inputs,time_on_page,js_enabled,is_bot
422,21,26-06-2024 07.13,143.38.62.185,44,59,86,0,0
423,20,29-05-2024 16.54,99.219.5.65,45,21,39,0,1
424,31,08-03-2024 22.55,17.211.219.246,25,73,169,1,0
425,28,03-05-2024 18.31,96.98.206.130,74,54,153,0,0
426,48,14-05-2024 21.49,208.235.90.20,26,75,93,0,1
427,38,29-08-2024 03.33,218.111.93.9,8,41,194,1,1
428,22,31-03-2024 10.02,42.111.91.70,14,63,40,0,0
429,50,09-07-2024 02.19,198.146.254.88,58,32,174,1,0
430,38,23-08-2024 08.11,5.147.60.135,49,76,169,0,1
431,11,16-05-2024 04.15,179.204.130.161,58,46,181,0,1
432,19,06-04-2024 00.02,34.80.175.37,82,27,152,1,0
433,24,30-05-2024 17.18,189.11.0.116,99,78,156,0,1
434,18,14-03-2024 17.02,180.25.97.56,52,85,142,1,0
435,11,15-06-2024 13.42,51.179.110.31,65,60,61,1,1
436,35,04-06-2024 21.28,178.146.223.168,74,32,163,0,1
437,49,18-03-2024 13.06,8.170.142.48,7,15,20,0,0
438,26,13-05-2024 13.50,185.95.172.60,18,72,87,1,0
439,37,17-08-2024 10.57,212.45.81.90,80,27,189,1,0
440,8,01-04-2024 16.55,134.117.60.254,34,93,163,0,1
441,32,03-05-2024 16.36,130.10.193.30,56,60,73,1,1
442,30,14-06-2024 23.16,170.189.243.1,13,52,54,1,0
443,7,06-08-2024 19.29,35.171.126.13,4,21,78,1,1
444,15,13-07-2024 16.00,116.159.146.107,34,22,168,0,0
445,9,19-07-2024 08.39,35.58.191.63,20,29,85,0,0
446,3,19-07-2024 03.57,47.206.105.246,41,1,80,1,0
447,33,07-01-2024 09.08,140.171.255.248,77,87,156,1,0
448,10,30-01-2024 09.07,75.129.244.95,46,67,172,1,1
449,11,27-07-2024 14.01,203.108.153.234,96,85,120,1,1
450,50,28-03-2024 00.52,1.169.244.193,64,76,97,1,1
